0,0,1329226
1,1,1329226
2,1,1329228
3,2,1329228
3,2,1329228
4,3,1329228
4,3,1329228
4,3,1329228
4,3,1329228
4,3,1329228
4,3,1329228
4,2,1329228
5,3,1329228
5,3,1329228
5,3,1329228
5,3,1329228
5,3,1329228
5,3,1329228
5,3,1329228
5,3,1329228
5,3,1329228
5,3,1329228
5,3,1329228
5,3,1329228
6,2,1329228
7,2,1329242
8,2,1329242
9,3,1329242
9,3,1329242
9,3,1329242
9,3,1329242
9,3,1329242
9,2,1329242
9,3,1329242
10,3,1329242
10,3,1329242
10,3,1329242
10,3,1329242
10,3,1329242
10,3,1329242
10,3,1329242
10,3,1329242
10,3,1329242
10,3,1329242
10,3,1329242
10,3,1329242
11,2,1329242
12,2,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,3,1329242
13,2,1329242
13,3,1329242
14,2,1329244
14,2,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,3,1329244
15,2,1329244
16,2,1329244
17,2,1329244
18,2,1329247
19,2,1329247
20,1,1329248
21,3,1329248
21,3,1329248
21,4,1329248
21,5,1329248
21,5,1329248
21,5,1329248
21,5,1329248
21,5,1329248
21,5,1329248
21,5,1329248
21,5,1329248
21,3,1329248
21,5,1329248
21,5,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,3,1329248
21,4,1329248
22,2,1329315
23,3,1329315
23,3,1329315
23,3,1329315
23,3,1329315
23,6,1329315
23,3,1329315
23,0,1329315
23,2,1329315
23,3,1329315
24,2,1329315
25,5,1329315
25,3,1329315
25,3,1329315
25,3,1329315
25,3,1329315
25,3,1329315
25,5,1329315
25,5,1329315
25,5,1329315
25,5,1329315
25,5,1329315
25,3,1329315
25,5,1329315
25,5,1329315
25,5,1329315
25,4,1329315
25,3,1329315
25,3,1329315
25,3,1329315
25,3,1329315
25,3,1329315
25,5,1329315
26,3,1329315
26,4,1329315
26,3,1329315
27,5,1329315
27,5,1329315
27,5,1329315
28,1,1329315
28,1,1329315
29,2,1329315
30,2,1329315
31,1,1329315
32,3,1329382
32,3,1329382
32,3,1329382
32,3,1329382
32,3,1329382
32,2,1329382
32,3,1329382
32,3,1329382
32,3,1329382
32,3,1329382
32,6,1329382
32,0,1329382
32,2,1329382
32,2,1329382
32,3,1329382
33,5,1329382
33,3,1329382
33,3,1329382
33,3,1329382
33,3,1329382
33,3,1329382
33,4,1329382
33,3,1329382
33,3,1329382
33,5,1329382
33,5,1329382
33,5,1329382
33,5,1329382
33,5,1329382
33,5,1329382
33,5,1329382
33,5,1329382
33,4,1329382
33,3,1329382
33,3,1329382
33,5,1329382
34,5,1329383
34,5,1329383
34,5,1329383
35,1,1329383
36,6,1329394
37,6,1329394
37,6,1329394
37,6,1329394
38,2,1329394
39,2,1329394
40,2,1329394
41,2,1329405
42,2,1329407
43,2,1329407
44,3,1329407
44,3,1329407
44,3,1329407
44,3,1329407
44,3,1329407
44,2,1329407
44,3,1329407
45,3,1329407
45,3,1329407
45,3,1329407
46,3,1329407
46,3,1329407
46,3,1329407
46,3,1329407
46,3,1329407
46,3,1329407
46,3,1329407
46,3,1329407
46,3,1329407
47,2,1329407
48,2,1329407
49,2,1329414
50,2,1329415
50,2,1329415
51,2,1329415
51,3,1329415
51,3,1329415
51,3,1329415
51,3,1329415
51,3,1329415
51,6,1329415
51,0,1329415
51,3,1329415
52,5,1329415
52,5,1329415
52,5,1329415
52,5,1329415
52,5,1329415
52,5,1329415
52,5,1329415
52,5,1329415
52,3,1329415
52,4,1329415
52,3,1329415
52,3,1329415
52,3,1329415
52,3,1329415
52,3,1329415
52,5,1329415
53,3,1329415
53,3,1329415
53,4,1329415
53,3,1329415
53,5,1329415
53,3,1329415
53,3,1329415
53,3,1329415
53,3,1329415
54,5,1329415
54,5,1329415
54,5,1329415
55,1,1329415
56,2,1329415
57,2,1329417
58,2,1329417
58,0,1329417
58,6,1329417
58,3,1329417
58,3,1329417
58,3,1329417
58,3,1329417
59,3,1329417
59,3,1329417
60,2,1329417
60,3,1329417
60,3,1329417
60,3,1329417
60,3,1329417
61,5,1329417
61,3,1329417
61,3,1329417
61,4,1329417
61,5,1329417
61,5,1329417
61,5,1329417
61,5,1329417
62,3,1329417
62,3,1329417
62,3,1329417
62,3,1329417
62,4,1329417
62,3,1329417
62,5,1329417
62,3,1329417
62,5,1329417
62,5,1329417
62,5,1329417
62,5,1329417
62,3,1329417
63,5,1329417
63,5,1329417
63,5,1329417
64,1,1329418
65,3,1329471
65,3,1329471
65,3,1329471
65,3,1329471
65,3,1329471
65,0,1329471
65,6,1329471
65,2,1329471
65,2,1329471
65,3,1329471
66,5,1329471
66,5,1329471
66,5,1329471
66,5,1329471
66,5,1329471
66,4,1329471
66,3,1329471
66,3,1329471
66,3,1329471
66,3,1329471
66,3,1329471
66,3,1329471
66,2,1329471
67,4,1329471
67,3,1329471
67,3,1329471
67,3,1329471
67,3,1329471
67,3,1329471
67,3,1329471
67,5,1329471
67,5,1329471
67,5,1329471
67,5,1329471
67,5,1329471
67,3,1329471
68,5,1329471
68,5,1329471
68,5,1329471
69,1,1329472
70,2,1329485
71,2,1329485
72,3,1329485
72,3,1329485
72,3,1329485
72,2,1329485
72,3,1329485
72,3,1329485
72,3,1329485
73,3,1329485
73,3,1329485
73,3,1329485
73,3,1329485
73,3,1329485
73,3,1329485
73,3,1329485
73,3,1329485
73,3,1329485
73,3,1329485
73,3,1329485
73,3,1329485
74,2,1329485
75,2,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,3,1329485
76,2,1329485
76,3,1329485
76,3,1329485
76,3,1329485
77,2,1329490
78,2,1329492
78,2,1329492
78,0,1329492
78,6,1329492
78,3,1329492
78,3,1329492
78,3,1329492
78,3,1329492
78,3,1329492
78,3,1329492
79,2,1329492
80,5,1329492
80,5,1329492
80,4,1329492
80,3,1329492
80,3,1329492
80,3,1329492
80,3,1329492
80,3,1329492
80,3,1329492
81,5,1329492
81,5,1329492
81,5,1329492
82,3,1329492
82,3,1329492
82,4,1329492
82,3,1329492
82,3,1329492
82,3,1329492
82,3,1329492
82,5,1329492
82,3,1329492
82,5,1329492
82,5,1329492
82,5,1329492
82,5,1329492
83,5,1329492
83,5,1329492
83,5,1329492
84,2,1329492
85,2,1329492
86,2,1329492
86,2,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,3,1329492
87,2,1329492
87,3,1329492
87,3,1329492
88,6,1329492
88,6,1329492
88,6,1329492
88,6,1329492
89,2,1329492
90,3,1329492
90,3,1329492
90,3,1329492
90,3,1329492
90,3,1329492
90,3,1329492
91,1,1329492
92,2,1329493
92,2,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,3,1329493
93,2,1329493
93,3,1329493
94,2,1329493
95,2,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,2,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,3,1329493
96,3,1329493
97,2,1329493
98,2,1329494
98,2,1329494
99,3,1329494
99,3,1329494
99,3,1329494
99,2,1329494
99,3,1329494
99,3,1329494
99,3,1329494
100,3,1329494
100,3,1329494
100,3,1329494
100,3,1329494
100,3,1329494
100,3,1329494
100,3,1329494
100,3,1329494
100,3,1329494
100,3,1329494
100,3,1329494
100,3,1329494
101,2,1329494
102,2,1329494
103,2,1329494
104,2,1329494
105,2,1329494
106,3,1329494
106,3,1329494
106,3,1329494
106,3,1329494
106,3,1329494
106,3,1329494
106,5,1329494
106,5,1329494
106,5,1329494
106,5,1329494
106,5,1329494
106,5,1329494
106,4,1329494
106,3,1329494
106,3,1329494
106,3,1329494
106,3,1329494
106,3,1329494
106,3,1329494
